ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
46848-20210916,2798144,16717,1,"KHALIL'S FOOD & LIQUOR, INC.",KHALIL'S FOOD & LIQUOR,146 W 103RD ST 1ST,CHICAGO,IL,60628,9,17,9-17,5,1474,Package Goods,774,Retail Sales of Packaged Liquor,46848,RENEW,,07/15/2021,08/07/2021,N,09/16/2021,09/15/2023,08/07/2021,08/10/2021,AAI,,41,41.707218139,-87.627751558,POINT (-87.62775155827897 41.70721813900086)
2671466-20210916,2802051,459755,1,"BROTHERS GG, INC.",GO! GROCER,1400 S MICHIGAN AVE 1,CHICAGO,IL,60605,3,34,3-34,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2671466,RENEW,,07/15/2021,07/15/2021,N,09/16/2021,09/15/2023,07/15/2021,07/16/2021,AAI,,,41.864001544,-87.624225729,POINT (-87.62422572913968 41.864001543549804)
1352990-20210916,2798171,18785,1,"DOMY CORP., AN ILLINOIS CORPORATION",7-ELEVEN DOMY CORP,5562 N LINCOLN AVE,CHICAGO,IL,60625,40,24,40-24,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,1352990,RENEW,,07/15/2021,08/07/2021,N,09/16/2021,09/15/2023,08/07/2021,08/09/2021,AAI,,,41.982608969,-87.694475413,POINT (-87.69447541262302 41.98260896877427)
2671128-20220116,2821919,459602,1,"ENGLEWOOD WINE & SPIRITS, INC.",ENGLEWOOD WINE & SPIRITS,6055-6057 S RACINE AVE,CHICAGO,IL,60636,16,26,16-26,7,1474,Package Goods,774,Retail Sales of Packaged Liquor,2671128,RENEW,,11/15/2021,02/02/2022,N,01/16/2022,09/15/2023,02/02/2022,04/08/2022,AAI,,,41.783451307,-87.654452947,POINT (-87.65445294657616 41.78345130683472)
1867-20210916,2797882,368,1,"CHICAGO PRODUCE, INC.",CHICAGO PRODUCE,3500 W LAWRENCE AVE,CHICAGO,IL,60625,33,22,33-22,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1867,RENEW,,07/15/2021,07/16/2021,N,09/16/2021,09/15/2023,07/16/2021,07/19/2021,AAI,,,41.968485373,-87.71587133,POINT (-87.71587132951537 41.96848537331812)
1445474-20210916,2799376,270173,1,ZEENAT CORPORATION,7-ELEVEN,5206 N WESTERN AVE,CHICAGO,IL,60625,40,14,40-14,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,1445474,RENEW,,07/15/2021,08/13/2021,N,09/16/2021,09/15/2023,08/13/2021,08/16/2021,AAI,,,41.976121122,-87.689307316,POINT (-87.68930731555461 41.976121121893854)
2334281-20210916,2800810,380622,2,COMMUNITY OF THE FUTURE INC.,MARIA'S PACKAGED GOODS & COMMUNITY BAR,954-960 W 31ST ST 1ST,CHICAGO,IL,60608,11,8,11-8,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2334281,RENEW,,07/15/2021,09/01/2021,N,09/16/2021,09/15/2023,09/01/2021,09/22/2021,AAI,,,41.838096528,-87.650674653,POINT (-87.6506746532279 41.83809652812035)
12543-20210916,2797955,6084,1,421 EAST 103RD STREET CORPORATION,SHELDON LIQUORS,421 E 103RD ST,CHICAGO,IL,60628,9,1,9-1,5,1474,Package Goods,774,Retail Sales of Packaged Liquor,12543,RENEW,,07/15/2021,08/05/2021,N,09/16/2021,09/15/2023,08/05/2021,08/06/2021,AAI,,41,41.707218903,-87.612860799,POINT (-87.61286079947267 41.707218903274516)
4344-20210916,2798562,62679,1,11112 SOUTH HALSTED STREET CORPORATION,SHELDON LIQUORS,11112 S HALSTED ST 1ST,CHICAGO,IL,60628,21,43,21-43,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,4344,RENEW,,07/15/2021,08/05/2021,N,09/16/2021,09/15/2023,08/05/2021,08/06/2021,AAI,,45,41.691924093,-87.642514376,POINT (-87.64251437633585 41.6919240926713)
581-20210916,2798332,24070,1,J & B LIQUORS INC,J & B LIQUORS INC,12258 S MICHIGAN AVE 1ST #,CHICAGO,IL,60628,9,50,9-50,5,1474,Package Goods,774,Retail Sales of Packaged Liquor,581,RENEW,,07/15/2021,09/13/2021,N,09/16/2021,09/15/2023,09/13/2021,09/13/2021,AAI,,,41.670806414,-87.620438255,POINT (-87.62043825491395 41.67080641359029)
1248370-20210916,2798392,28468,1,"CHRIST'S TOWN & COUNTRY LIQUOR MART, INC.",CARDINAL WINE & SPIRITS,4905 N LINCOLN AVE 1ST,CHICAGO,IL,60625,40,20,40-20,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,1248370,RENEW,,07/15/2021,09/14/2021,N,09/16/2021,09/15/2023,09/14/2021,09/15/2021,AAI,,21,41.971001717,-87.689905533,POINT (-87.68990553272546 41.97100171681899)
2261871-20210916,2800818,381173,1,"B & R FOOD MART, INC.",RANDEE's FOOD STORE,4319-4321 N MILWAUKEE AVE,CHICAGO,IL,60641,45,26,45-26,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2261871,RENEW,,07/15/2021,09/14/2021,N,09/16/2021,09/15/2023,09/14/2021,09/15/2021,AAI,,,41.959422561,-87.753255168,POINT (-87.75325516765405 41.95942256077932)
1495591-20210916,2797862,80,1,"JERUSALEM LIQUORS, INC.",JERUSALEM LIQUORS,3133-3135 W LAWRENCE AVE 1,CHICAGO,IL,60625,33,3,33-3,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,1495591,RENEW,,07/15/2021,09/01/2021,N,09/16/2021,09/15/2023,09/01/2021,09/01/2021,AAI,,60,41.9683547,-87.707394325,POINT (-87.7073943249261 41.96835470022669)
2088920-20210916,2800532,361101,1,DABAANG INC.,HAREER FOOD & LIQUOR,5450-5452 S HALSTED ST 1,CHICAGO,IL,60609,16,32,16-32,9,1474,Package Goods,774,Retail Sales of Packaged Liquor,2088920,RENEW,,07/15/2021,08/16/2021,N,09/16/2021,09/15/2023,08/16/2021,08/17/2021,AAI,,,41.794612674,-87.64531451,POINT (-87.64531451028982 41.79461267421702)
9205-20210916,2798731,86581,3,"LELAND INN, INC.",LELAND INN INC.,4662-4664 N WESTERN AVE 1ST,CHICAGO,IL,60625,47,40,47-40,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,9205,RENEW,,07/15/2021,09/04/2021,N,09/16/2021,09/15/2023,09/04/2021,09/07/2021,AAI,,21,41.966602506,-87.688990494,POINT (-87.68899049371181 41.96660250638635)
2796950-20210908,2796950,476267,1,GG 908 INC.,GO! GROCER,1015-1017 W ARMITAGE AVE,CHICAGO,IL,60614,43,10,43-10,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,2796950,ISSUE,06/25/2021,06/25/2021,07/01/2021,N,09/08/2021,09/15/2023,09/08/2021,09/08/2021,AAI,,,41.917984608,-87.654062898,POINT (-87.65406289791758 41.91798460818924)
15170-20210916,2797964,6639,1,"MICHAEL & JASON ENTERPRISE, INC.",M & J LIQUOR & GROCERY,3654-3656 W LAWRENCE AVE,CHICAGO,IL,60625,33,12,33-12,17,1474,Package Goods,774,Retail Sales of Packaged Liquor,15170,RENEW,,07/15/2021,09/09/2021,N,09/16/2021,09/15/2023,09/09/2021,09/10/2021,AAC,10/25/2021,,41.96843458,-87.720481011,POINT (-87.72048101142579 41.9684345798546)
2411836-20210916,2801256,399549,1,"RAJA NATWARLAL, INC.",GOLD CROWN LIQUORS,3435 N SHEFFIELD AVE,CHICAGO,IL,60657,44,36,44-36,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2411836,RENEW,,07/15/2021,07/20/2021,N,09/16/2021,09/15/2023,07/20/2021,07/21/2021,AAI,,17,41.944579972,-87.654101654,POINT (-87.65410165350893 41.944579972002636)
39793-20211016,2804022,3604,1,"QUICK STOP FOOD MART, INC.",QUICK STOP FOOD MART,2751 W PRATT BLVD 1,CHICAGO,IL,60645,50,36,50-36,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,39793,RENEW,,08/15/2021,09/13/2021,N,10/16/2021,10/15/2023,09/13/2021,09/14/2021,AAC,12/12/2022,,42.004750073,-87.699422777,POINT (-87.69942277659017 42.004750073090996)
1574604-20211016,2805197,286737,1,SELECTED BRANDS INC.,THE CELLAR,3106 N HARLEM AVE,CHICAGO,IL,60634,29,35,29-35,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,1574604,RENEW,,08/15/2021,10/11/2021,N,10/16/2021,10/15/2023,10/11/2021,10/12/2021,AAI,,,41.936613133,-87.806847521,POINT (-87.80684752110089 41.93661313284872)
28572-20211016,2804460,31093,1,"NNS, INCORPORATED",SUPER SAVE GROCERY,6259 W BELMONT AVE 1,CHICAGO,IL,60634,30,24,30-24,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,28572,RENEW,,08/15/2021,10/27/2021,N,10/16/2021,10/15/2023,10/27/2021,12/13/2021,AAI,,,41.938245949,-87.783381498,POINT (-87.78338149816744 41.938245949026516)
1619088-20211016,2805248,294380,1,"RRR RAIDAN LIQUORS, INC.",KONRAD'S LIQUORS,6720-6724 W BELMONT AVE 1,CHICAGO,IL,60634,38,7,38-7,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1619088,RENEW,,08/15/2021,10/07/2021,N,10/16/2021,10/15/2023,10/07/2021,10/08/2021,AAI,,,41.938293255,-87.794163113,POINT (-87.79416311289708 41.9382932554215)
1921417-20211016,2805521,334716,1,BASIL FOOD & LIQUOR INC.,BASIL FOOD & LIQUOR,7446 N WESTERN AVE 1,CHICAGO,IL,60645,50,4,50-4,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1921417,RENEW,,08/15/2021,10/12/2021,N,10/16/2021,10/15/2023,10/12/2021,10/21/2021,AAI,,,42.017239434,-87.690345596,POINT (-87.69034559604373 42.01723943418763)
17097-20211016,2804119,7015,1,SAVE MORE FOOD & LIQUOR INC,Ike's Liquors,2534 W 59TH ST 1,CHICAGO,IL,60629,15,23,15-23,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,17097,RENEW,,08/15/2021,10/03/2021,N,10/16/2021,10/15/2023,10/03/2021,10/04/2021,AAI,,59,41.786611194,-87.687647118,POINT (-87.68764711791009 41.78661119386881)
1356821-20211016,2804996,263641,1,SJ FOOD CORPORATION,7-ELEVEN,4500 W 63RD ST,CHICAGO,IL,60629,13,34,13-34,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,1356821,RENEW,,08/15/2021,10/05/2021,N,10/16/2021,10/15/2023,10/05/2021,10/06/2021,AAI,,3,41.778624993,-87.735029364,POINT (-87.73502936410594 41.77862499314056)
63421-20211016,2804636,59021,1,RANGILI CORP.,CONVENIENT ETC,3723 N HARLEM AVE 1ST,CHICAGO,IL,60634,38,38,38-38,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,63421,RENEW,,08/15/2021,10/13/2021,N,10/16/2021,10/15/2023,10/13/2021,10/19/2021,AAI,,,41.947794307,-87.806946647,POINT (-87.80694664655346 41.947794306653776)
2803740-20210930,2803740,367708,2,CHEAP TART BAKERY LLC,SPINNNG J,1000 N CALIFORNIA AVE,CHICAGO,IL,60622,26,48,26-48,12,1474,Package Goods,774,Retail Sales of Packaged Liquor,2803740,ISSUE,08/11/2021,08/19/2021,08/11/2021,N,09/30/2021,10/15/2023,09/30/2021,09/30/2021,AAI,,,41.899326986,-87.696938725,POINT (-87.69693872504759 41.899326985577204)
2542213-20211016,2806653,418100,1,MOKANAS CORP,SHEFFIELD'S MARKET & DELI,2953-2955 N SHEFFIELD AVE,CHICAGO,IL,60657,44,14,44-14,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2542213,RENEW,,08/15/2021,09/13/2021,N,10/16/2021,10/15/2023,09/13/2021,09/14/2021,AAI,,17,41.936039146,-87.653828723,POINT (-87.65382872321025 41.93603914598557)
2621365-20211016,2806569,412338,1,HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,CHICAGO,IL,60605,4,18,4-18,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2621365,RENEW,,08/15/2021,10/18/2021,N,10/16/2021,10/15/2023,10/18/2021,10/19/2021,AAI,,,41.872798869,-87.62433781,POINT (-87.62433781031022 41.87279886935482)
1889034-20211016,2805493,327566,1,BELMONT LIQUORS INC,MAX'S FOOD + LIQUOR,6200 W BELMONT AVE 1,CHICAGO,IL,60634,30,41,30-41,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1889034,RENEW,,08/15/2021,09/02/2021,N,10/16/2021,10/15/2023,09/02/2021,09/03/2021,AAI,,,41.93849348,-87.781196827,POINT (-87.78119682742441 41.93849347975001)
1383442-20211016,2805032,266706,1,F.M.H JJ. INC.,JJ PEPPERS FOOD STORE,7101 S KEDZIE AVE,CHICAGO,IL,60629,18,39,18-39,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,1383442,RENEW,,08/15/2021,10/05/2021,N,10/16/2021,10/15/2023,10/05/2021,10/06/2021,AAI,,14,41.764298991,-87.702663979,POINT (-87.70266397899734 41.764298991133856)
1124248-20211016,2817297,211868,1,ISLS INC.,MISKA LIQUORS,8227 W IRVING PARK RD,CHICAGO,IL,60634,38,49,38-49,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1124248,RENEW,,10/18/2021,,N,10/16/2021,10/15/2023,12/17/2021,12/17/2021,AAI,,,41.952023715,-87.832959048,POINT (-87.83295904792494 41.952023715154134)
1272594-20211016,2804917,251276,1,"SUPER CONVENIENT, INC.",KWIK MART,3500 W 63RD ST,CHICAGO,IL,60629,14,16,14-16,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,1272594,RENEW,,08/15/2021,08/16/2021,N,10/16/2021,10/15/2023,08/16/2021,08/17/2021,AAI,,3,41.778961599,-87.710528949,POINT (-87.71052894879475 41.77896159896927)
49426-20211016,2804507,37223,1,"JOE'S LIQUOR STORE, INC.",JOE'S LIQUOR STORE,2543 W 63RD ST 1ST,CHICAGO,IL,60629,16,48,16-48,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,49426,RENEW,,08/15/2021,10/14/2021,N,10/16/2021,10/15/2023,10/14/2021,10/14/2021,AAI,,3,41.779092685,-87.687788426,POINT (-87.68778842592324 41.77909268469035)
1596544-20211016,2804970,259080,1,P & S LIQUOR AND BEER INC.,CONVENIENT FOOD & LIQUOR,7319-7321 W IRVING PARK RD,CHICAGO,IL,60634,38,21,38-21,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1596544,RENEW,,08/15/2021,10/13/2021,N,10/16/2021,10/15/2023,10/13/2021,10/28/2021,AAI,,,41.952572263,-87.810799573,POINT (-87.81079957315421 41.95257226287668)
35830-20211016,2804130,8480,1,"CEV, INC.",CENTRA EXTRA VALUE FOOD & LIQUOR,2914 N CENTRAL AVE,CHICAGO,IL,60634,31,15,31-15,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,35830,RENEW,,08/15/2021,08/30/2021,N,10/16/2021,10/15/2023,08/30/2021,08/31/2021,AAI,,2,41.933586044,-87.766472394,POINT (-87.76647239397585 41.93358604381264)
1246772-20211016,2804337,20727,3,"AVENUE FOOD MART, INC.",AVENUE FOOD MAR INC,6850 W BELMONT AVE 1,CHICAGO,IL,60634,38,46,38-46,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1246772,RENEW,,08/15/2021,01/25/2022,N,10/16/2021,10/15/2023,01/25/2022,07/27/2022,AAC,08/18/2023,,41.938237376,-87.797760348,POINT (-87.79776034825164 41.938237375991335)
2694150-20211216,2816828,462427,1,LAKESIDE FOOD WINE SPIRITS LLC,LAKESIDE FOOD WINE SPIRITS,2601 N HALSTED ST,CHICAGO,IL,60614,43,22,43-22,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2694150,RENEW,,10/15/2021,11/17/2021,N,12/16/2021,10/15/2023,11/17/2021,11/18/2021,AAI,,,41.929209817,-87.648746265,POINT (-87.64874626496409 41.92920981700697)
2792007-20211007,2792007,410272,7,AMAZON RETAIL LLC,AMAZON GO,500 W MADISON ST  C013-C017,CHICAGO,IL,60661,42,41,42-41,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2792007,ISSUE,06/09/2021,06/09/2021,06/17/2021,Y,10/07/2021,10/15/2023,10/07/2021,10/07/2021,AAI,,,41.881994338,-87.639758685,POINT (-87.6397586848809 41.88199433820508)
2641541-20220216,2826645,455268,1,SLMLS CORP.,SOUTH LOOP MARKET,2340 N CALIFORNIA AVE 1,CHICAGO,IL,60647,1,19,1-19,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2641541,RENEW,,12/15/2021,02/03/2022,N,02/16/2022,10/15/2023,02/03/2022,02/04/2022,AAI,,,41.924017758,-87.697542375,POINT (-87.6975423745426 41.924017757585965)
24228-20211016,2804146,9805,1,HINA ENTERPRISES INC,7-ELEVEN FOOD STORE,2741 W TOUHY AVE,CHICAGO,IL,60645,50,18,50-18,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,24228,RENEW,,08/15/2021,09/21/2021,N,10/16/2021,10/15/2023,09/21/2021,09/21/2021,AAI,,,42.011977026,-87.698987208,POINT (-87.69898720764178 42.01197702588138)
11617-20211016,2804401,26806,1,YOUNG BROTHERS INC,WORLD WIDE LIQUORS,3500 N HARLEM AVE,CHICAGO,IL,60634,38,37,38-37,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,11617,RENEW,,08/15/2021,08/31/2021,N,10/16/2021,10/15/2023,08/31/2021,09/01/2021,AAI,,,41.943533293,-87.807095067,POINT (-87.80709506702468 41.94353329312121)
2536694-20211016,2806643,417779,1,"5059 N. CLARK, LLC",CLARK HAUS,5059 N CLARK ST 1,CHICAGO,IL,60640,47,14,47-14,20,1474,Package Goods,774,Retail Sales of Packaged Liquor,2536694,RENEW,,08/15/2021,11/12/2021,N,10/16/2021,10/15/2023,11/12/2021,11/15/2021,AAI,,22,41.97421448,-87.668042466,POINT (-87.6680424655499 41.97421448004309)
1333981-20211016,2804967,258919,1,JS JOHN CORPORATION,7- ELEVEN,4001 W 59TH ST,CHICAGO,IL,60629,23,33,23-33,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,1333981,RENEW,,08/15/2021,10/04/2021,N,10/16/2021,10/15/2023,10/04/2021,10/05/2021,AAC,07/15/2022,3,41.785825694,-87.723019071,POINT (-87.72301907116594 41.78582569362193)
2529812-20211016,2806623,416770,1,"RITA'S LIQUORS, INC.",POLONIA FOOD & LIQUOR,1956 W ARMITAGE AVE,CHICAGO,IL,60622,32,34,32-34,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2529812,RENEW,,08/15/2021,08/16/2021,N,10/16/2021,10/15/2023,08/16/2021,08/17/2021,AAI,,33,41.917870716,-87.677480615,POINT (-87.67748061515775 41.91787071556206)
1742643-20211016,2805340,308797,1,"RADHESHYAM FOODS, INC.",NEW YORK PANTRY,3150 W TOUHY AVE,CHICAGO,IL,60645,50,5,50-5,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1742643,RENEW,,08/15/2021,09/12/2021,N,10/16/2021,10/15/2023,09/12/2021,09/13/2021,AAI,,,42.011977156,-87.708671634,POINT (-87.70867163416553 42.01197715588615)
2535839-20211016,2806636,417346,1,TIRUMALA LLC,ALBANY LIQUORS AND FOOD,3048 W FULLERTON AVE 1,CHICAGO,IL,60647,35,30,35-30,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,2535839,RENEW,,08/15/2021,08/31/2021,N,10/16/2021,10/15/2023,08/31/2021,09/01/2021,AAI,,,41.924854539,-87.704167543,POINT (-87.7041675433878 41.92485453942065)
45037-20211016,2804115,6981,1,"FERRANDINO ENTERPRISES, INC.",ADDISON SUPERETTE,6122 W ADDISON ST,CHICAGO,IL,60634,38,28,38-28,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,45037,RENEW,,08/15/2021,10/13/2021,N,10/16/2021,10/15/2023,10/13/2021,10/14/2021,AAI,,,41.945846699,-87.779893705,POINT (-87.77989370518668 41.94584669927212)
1446832-20211016,2805079,270755,1,QVAC INC.,BALTIMORE FOOD & LIQUOR,13322-13324 S BALTIMORE AVE,CHICAGO,IL,60633,10,17,10-17,4,1474,Package Goods,774,Retail Sales of Packaged Liquor,1446832,RENEW,,08/15/2021,03/10/2022,N,10/16/2021,10/15/2023,03/10/2022,04/26/2022,AAI,,,41.652964612,-87.547298653,POINT (-87.547298652826 41.652964611693584)
2646334-20211016,2807100,455906,1,"PRIME TIME 79, INC.",PRIME TIME FOOD & LIQUORS 79TH,1650 E 79TH ST 1,CHICAGO,IL,60649,8,13,8-13,4,1474,Package Goods,774,Retail Sales of Packaged Liquor,2646334,RENEW,,08/15/2021,10/01/2021,N,10/16/2021,10/15/2023,10/01/2021,10/04/2021,AAI,,50,41.751618682,-87.583725099,POINT (-87.58372509914342 41.75161868179661)
1094879-20211016,2804831,207830,1,NORTH 3555 CENTRAL INC.,JJ PEPPERS FOOD STORE,3555 N CENTRAL AVE 1,CHICAGO,IL,60634,30,16,30-16,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1094879,RENEW,,08/15/2021,10/27/2021,N,10/16/2021,10/15/2023,10/27/2021,04/20/2022,AAI,,,41.945716563,-87.766603298,POINT (-87.76660329761108 41.94571656305218)
12980-20211016,2804596,51322,1,GILBERT B MENASHI INC,7-ELEVEN #16809,5959 W BELMONT AVE 1ST,CHICAGO,IL,60634,30,2,30-2,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,12980,RENEW,,08/15/2021,10/13/2021,N,10/16/2021,10/15/2023,10/13/2021,10/13/2021,AAI,,2,41.938339212,-87.776151387,POINT (-87.77615138689676 41.93833921191563)
1974652-20211016,2805396,314996,1,"VIP LIQUORS & DELI, INC.",VIP LIQUORS & DELI,6963 N WESTERN AVE 1,CHICAGO,IL,60645,50,37,50-37,24,1474,Package Goods,774,Retail Sales of Packaged Liquor,1974652,RENEW,,08/15/2021,09/28/2021,N,10/16/2021,10/15/2023,09/28/2021,12/09/2021,AAI,,,42.008132534,-87.690001225,POINT (-87.69000122505693 42.008132534307315)
2060785-20211016,2805260,296646,1,BERBATI INC,BERBATI FOOD AND LIQUORS,3956 N NARRAGANSETT AVE 1,CHICAGO,IL,60634,38,8,38-8,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,2060785,RENEW,,08/15/2021,09/10/2021,N,10/16/2021,10/15/2023,08/27/2021,08/30/2021,AAI,,,41.952731562,-87.786698443,POINT (-87.78669844262815 41.95273156161562)
1492873-20211016,2805113,276948,1,"CARNICERIA LA HACIENDA, INC.","CARNICERIA LA HACIENDA, INC.",3459 W 59TH ST,CHICAGO,IL,60629,14,17,14-17,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,1492873,RENEW,,08/15/2021,08/17/2021,N,10/16/2021,10/15/2023,08/17/2021,08/18/2021,AAI,,,41.786024401,-87.710604777,POINT (-87.71060477743812 41.78602440101399)
2469331-20211016,2806549,406674,1,"SJ FOOD AND LIQUOR, INC.",SMOOTH SPIRITS,1355-1359 W 87TH ST,CHICAGO,IL,60620,21,61,21-61,22,1474,Package Goods,774,Retail Sales of Packaged Liquor,2469331,RENEW,,08/15/2021,10/16/2021,N,10/16/2021,10/15/2023,10/16/2021,10/18/2021,AAI,,,41.73575485,-87.657984786,POINT (-87.65798478573576 41.73575484973965)
32954-20211016,2804185,14616,1,DISCOUNT PANTRY CORPORATION,DISCOUNT PANTRY CORPORATION,4153-4155 W 63RD ST,CHICAGO,IL,60629,13,35,13-35,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,32954,RENEW,,08/15/2021,09/08/2021,N,10/16/2021,10/15/2023,09/08/2021,09/09/2021,AAI,,3,41.778492907,-87.727327519,POINT (-87.72732751898874 41.77849290728027)
58377-20211016,2804275,18661,1,"A.G.H. FOOD AND LIQUOR, INC.",PARKSIDE FOOD AND LIQUOR,3215 W 71ST ST,CHICAGO,IL,60629,17,43,17-43,8,1474,Package Goods,774,Retail Sales of Packaged Liquor,58377,RENEW,,08/15/2021,10/14/2021,N,10/16/2021,10/15/2023,10/14/2021,10/15/2021,AAI,,,41.764268246,-87.703382548,POINT (-87.70338254779882 41.76426824600088)
1143593-20211016,2804848,214953,1,GREAT KHAN LLC,CARDINAL WAREHOUSE LIQUORS,3501 N CENTRAL AVE,CHICAGO,IL,60634,30,39,30-39,16,1474,Package Goods,774,Retail Sales of Packaged Liquor,1143593,RENEW,,08/15/2021,10/05/2021,N,10/16/2021,10/15/2023,10/05/2021,10/06/2021,AAI,,,41.944099307,-87.766548046,POINT (-87.76654804609672 41.94409930695949)
1948289-20211116,2810775,339872,1,"2060 NORTH, INC.",GO GROCER #1,2060-2062 W NORTH AVE 1ST,CHICAGO,IL,60647,32,2,32-2,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,1948289,RENEW,,09/15/2021,10/08/2021,N,11/16/2021,11/15/2023,10/08/2021,10/12/2021,AAI,,33,41.910551421,-87.679793358,POINT (-87.67979335805668 41.91055142102059)
79660-20211116,2809501,23281,1,"3201 W. DIVERSEY AVENUE, INC.",J.J. PEPPERS FOOD STORE,3201 W DIVERSEY AVE,CHICAGO,IL,60647,35,17,35-17,14,1474,Package Goods,774,Retail Sales of Packaged Liquor,79660,RENEW,,09/15/2021,09/16/2021,N,11/16/2021,11/15/2023,09/16/2021,09/17/2021,AAI,,,41.931920016,-87.707489169,POINT (-87.70748916921342 41.931920016194)
47573-20211116,2809265,10624,1,"NJARAVELIL, INC.",PARKSIDE,3920 W DIVERSEY AVE 1,CHICAGO,IL,60647,31,18,31-18,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,47573,RENEW,,09/15/2021,11/12/2021,N,11/16/2021,11/15/2023,11/12/2021,11/15/2021,AAI,,,41.931919275,-87.725387525,POINT (-87.72538752479242 41.931919275307905)
2271171-20211116,2811077,377784,1,"NORTH BUENA MARKET, INC.",NORTH BUENA MARKET,4200 N BROADWAY  1ST,CHICAGO,IL,60613,46,25,46-25,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,2271171,RENEW,,09/15/2021,10/28/2021,N,11/16/2021,11/15/2023,10/28/2021,10/29/2021,AAI,,34,41.958483563,-87.653214489,POINT (-87.65321448916944 41.95848356330247)
2549543-20211116,2811654,419654,1,KANASMO CORP.,ASTORIA MARKETPLACE,8 E 9TH ST 1,CHICAGO,IL,60605,4,16,4-16,1,1474,Package Goods,774,Retail Sales of Packaged Liquor,2549543,RENEW,,09/15/2021,10/29/2021,N,11/16/2021,11/15/2023,10/29/2021,11/01/2021,AAI,,,41.870634991,-87.62727753,POINT (-87.62727753012125 41.87063499080216)
13543-20211116,2809208,6292,1,"SUNSET LIQUOR & FOOD MART, INC.",SUNSET LIQUORS,5921-5927 W DIVISION ST 1ST,CHICAGO,IL,60651,29,13,29-13,15,1474,Package Goods,774,Retail Sales of Packaged Liquor,13543,RENEW,,09/15/2021,11/09/2021,N,11/16/2021,11/15/2023,11/09/2021,11/10/2021,AAI,,,41.901909663,-87.773904768,POINT (-87.77390476810488 41.90190966343413)
